Name,Symbol,Timeframe,Reliability,Pattern,Candle,CandleTime,Date,Status,created_at
SARAIVA LIVR PN,SLED4,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
CEEE-D ON,CEED3,1M,High,Falling Three Methods,Current,Bearish continuation,2020-11-13,wait,2020-11-13
MAGAZ LUIZA ON,MGLU3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
MAGAZ LUIZA ON,MGLU3,1M,Medium,Gravestone Doji,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Smiles Fidelidade.,SMLS3T,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-13,wait,2020-11-13
PDG REALT ON,PDGR3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
PDG REALT ON,PDGR3,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Movida Participac.,MOVI3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
COELCE ON,COCE3,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-13,wait,2020-11-13
COELCE ON,COCE3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Verizon Communica.,VERZ34,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Colgate Palmolive.,COLG34,1M,Low,Hanging Man,Current,Bearish reversal,2020-11-13,wait,2020-11-13
GRENDENE ON,GRND3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
ITAUSA ON,ITSA3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Chevron Corp BDR,CHVX34,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-13,wait,2020-11-13
PETRORIO ON NM,PRIO3,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-13,wait,2020-11-13
PETRORIO ON NM,PRIO3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
BRADESPAR ON,BRAP3,1M,Medium,Gravestone Doji,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Ogx Petroleo e Ga.,DMMO3T,1M,Medium,Bullish doji Star,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Ogx Petroleo e Ga.,DMMO3T,1M,Low,Belt Hold Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
KLABIN S/A ON N2,KLBN3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Refinaria de Petr.,RPMG3,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Freeport Mcmoran.,FCXO34,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Celulose Irani Pr.,RANI4,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Instituto Hermes.,PARD3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
ITAUSA PN,ITSA4,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-13,wait,2020-11-13
M.DIASBRANCO ON,MDIA3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
ITAUUNIBANCO ON,ITUB3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Banco Inter ON,BIDI3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Merck Co Inc BDR,MRCK34,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Merck Co Inc BDR,MRCK34,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Dimed,PNVL3,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Dimed Pref,PNVL4,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-13,wait,2020-11-13
LOPES BRASIL ON,LPSB3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
RAIADROGASIL ON,RADL3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-13,wait,2020-11-13
LOPES BRASIL ON,LPSB3,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Morgan Stanley Ba.,MSBR34,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-13,wait,2020-11-13
International Bus.,IBMB34,1M,High,Three Outside Down,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Minerva,BEEF11,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-13,wait,2020-11-13
C A Modas SA,CEAB3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-13,wait,2020-11-13
LOJAS AMERIC PN,LAME4,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Whirlpool Pref,WHRL4,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Nike Inc BDR,NIKE34,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Electro Aco Alton.,EALT3,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-13,wait,2020-11-13
COMGAS PNA,CGAS5,1M,Low,Harami Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Caterpillar Inc B.,CATP34,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
CESP PNA,CESP5,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Nike Inc BDR,NIKE34,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Mundial,MNDL3,1M,Medium,Dragonfly Doji,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Renova Energia,RNEW3,1M,Low,Harami Cross Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Bovespa,BVSP,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Alupar Invest,ALUP3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Parana Sanepar Un.,SAPR11,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-11-13,wait,2020-11-13
NEOENERGIA,NEOE3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Alupar Invest,ALUP3,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-13,wait,2020-11-13
TRIUNFO PART ON,TPIS3,1M,High,Three Outside Up,Current,Bullish reversal,2020-11-13,wait,2020-11-13
CTEEP,TRPL3,1M,High,Rising Three Methods,Current,Bullish continuation,2020-11-13,wait,2020-11-13
CEMIG PN,CMIG4,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Banco BTG,BPAC11,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-13,wait,2020-11-13
ELETROBRAS PNB,ELET6,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-13,wait,2020-11-13
GERDAU PN N1,GGBR4,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
International Bus.,IBMB34,1W,Low,Harami Cross,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Battistella Admin.,BTTL3,1W,High,Dark Cloud Cover,Current,Bearish reversal,2020-11-13,wait,2020-11-13
TOTVS ON,TOTS3,1W,High,Dark Cloud Cover,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Cisco Systems Inc.,CSCO34,1W,Medium,Downside Gap Three Methods,Current,Bearish continuation,2020-11-13,wait,2020-11-13
TOTVS ON,TOTS3,1W,Low,Belt Hold Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Battistella Admin.,BTTL3,1W,Low,Belt Hold Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Xerox Corp BDR,XRXB34,1W,Low,Belt Hold Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
eBay Inc BDR,EBAY34,1W,Medium,Dragonfly Doji,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Procter Gamble Co.,PGCO34,1W,Low,Bullish Hammer,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Lockheed Martin C.,LMTB34,1W,Low,Harami Cross,Current,Bullish reversal,2020-11-13,wait,2020-11-13
KLABIN S/A PN,KLBN4,1W,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-13,wait,2020-11-13
JBS ON,JBSS3,1W,High,Three Inside Up,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Intel Corp BDR,ITLC34,1W,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Intel Corp BDR,ITLC34,1W,High,Three Inside Up,Current,Bullish reversal,2020-11-13,wait,2020-11-13
KLABIN S/A PN,KLBN4,1W,High,Three Inside Up,Current,Bullish reversal,2020-11-13,wait,2020-11-13
International Bus.,IBMB34,1W,Low,Harami Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Locaweb On,LWSA3,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Bank of America C.,BOAC34,1W,Medium,Downside Gap Three Methods,Current,Bearish continuation,2020-11-13,wait,2020-11-13
PETROBRAS ON,PETR3,1W,High,Three Inside Up,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Petrobras Distrib.,BRDT3,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Biomm On,BIOM3,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
EQUATORIAL ON,EQTL3,1W,High,Dark Cloud Cover,Current,Bearish reversal,2020-11-13,wait,2020-11-13
SANTANDER BRON ,SANB3,1W,High,Three Inside Up,Current,Bullish reversal,2020-11-13,wait,2020-11-13
CTEEP,TRPL3,1W,High,Three Outside Up,Current,Bullish reversal,2020-11-13,wait,2020-11-13
BANRISUL PNA,BRSR5,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
BR PROPERT ON,BRPR3,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Notre Dame,GNDI3,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Celulose Irani,RANI3,1W,Medium,Downside Gap Three Methods,Current,Bearish continuation,2020-11-13,wait,2020-11-13
PORTO SEGURO ON,PSSA3,1W,High,Dark Cloud Cover,Current,Bearish reversal,2020-11-13,wait,2020-11-13
PETROBRAS PN,PETR4,1W,High,Three Inside Up,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Wells Fargo Co BD.,WFCO34,1W,Medium,Downside Gap Three Methods,Current,Bearish continuation,2020-11-13,wait,2020-11-13
EUCATEX PN,EUCA4,1W,High,Three Inside Up,Current,Bullish reversal,2020-11-13,wait,2020-11-13
United Parcel Ser.,UPSS34,1W,Low,Bullish Hammer,Current,Bullish reversal,2020-11-13,wait,2020-11-13
AES TIETE E ON N2.,TIET3,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
RAIADROGASIL ON,RADL3,1W,Low,Hanging Man,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Lockheed Martin C.,LMTB34,1W,Medium,Homing Pigeon,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Johnson Johnson B.,JNJB34,1W,Medium,Downside Gap Three Methods,Current,Bearish continuation,2020-11-13,wait,2020-11-13
Citigroup Inc BDR.,CTGP34,1W,Medium,Downside Gap Three Methods,Current,Bearish continuation,2020-11-13,wait,2020-11-13
HYPERMARCAS ON,HYPE3,1W,High,Dark Cloud Cover,Current,Bearish reversal,2020-11-13,wait,2020-11-13
FLEURY ON,FLRY3,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
M.DIASBRANCO ON,MDIA3,1W,High,Dark Cloud Cover,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Halliburton Co BD.,HALI34,1W,Low,Shooting Star,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Fras Le SA,FRAS3,1W,High,Three Outside Up,Current,Bullish reversal,2020-11-13,wait,2020-11-13
BRADESPAR ON,BRAP3,1W,Low,Belt Hold Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Starbucks Corp BD.,SBUB34,1W,Low,Hanging Man,Current,Bearish reversal,2020-11-13,wait,2020-11-13
BRADESPAR ON,BRAP3,1W,High,Dark Cloud Cover,Current,Bearish reversal,2020-11-13,wait,2020-11-13
CEEE-D ON,CEED3,1W,High,Dark Cloud Cover,Current,Bearish reversal,2020-11-13,wait,2020-11-13
CEEE-D ON,CEED3,1W,Low,Belt Hold Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Starbucks Corp BD.,SBUB34,1W,Medium,Dragonfly Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
LOJAS RENNER ON,LREN3,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
MAGAZ LUIZA ON,MGLU3,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Alupar Invest,ALUP3,1W,High,Dark Cloud Cover,Current,Bearish reversal,2020-11-13,wait,2020-11-13
ALPARGATAS ON,ALPA3,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
ALPARGATAS PN,ALPA4,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Movida Participac.,MOVI3,1W,High,Dark Cloud Cover,Current,Bearish reversal,2020-11-13,wait,2020-11-13
USIMINAS PNB,USIM6,1W,Low,Belt Hold Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Anima ON,ANIM3,1W,Low,Belt Hold Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Anima ON,ANIM3,1W,High,Dark Cloud Cover,Current,Bearish reversal,2020-11-13,wait,2020-11-13
COTEMINAS PN,CTNM4,1W,High,Three Inside Up,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Atom Participacoe.,ATOM3,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
GRAZZIOTIN ON,CGRA3,1W,High,Three Inside Up,Current,Bullish reversal,2020-11-13,wait,2020-11-13
McDonalds Corp BD.,MCDC34,1W,Medium,Bullish doji Star,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Comcast Corp BDR,CMCS34,1W,High,Morning Star,Current,Bullish reversal,2020-11-13,wait,2020-11-13
CCX CARVAO ON,CCXC3,1W,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Comcast Corp BDR,CMCS34,1W,High,Morning Doji Star,Current,Bullish reversal,2020-11-13,wait,2020-11-13
CELESC PN,CLSC4,1W,Low,Harami Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
PepsiCo Inc BDR,PEPB34,1W,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-13,wait,2020-11-13
BBSEGURIDADE ON N.,BBSE3,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
ATT Inc BDR,ATTB34,1W,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Whirlpool Pref,WHRL4,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
BRASIL ON,BBAS3,1W,High,Three Inside Up,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Verizon Communica.,VERZ34,1W,Low,Belt Hold Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
ELETROBRAS ON,ELET3,1W,High,Dark Cloud Cover,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Whirlpool SA,WHRL3,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
GERDAU MET ON,GOAU3,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
BRASKEM PNA,BRKM5,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
ConocoPhillips DR.,COPH34,1W,Medium,Downside Gap Three Methods,Current,Bearish continuation,2020-11-13,wait,2020-11-13
BRASKEM ON,BRKM3,1W,High,Abandoned Baby Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
PORTOBELLO ON,PTBL3,1W,Low,Belt Hold Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Braskem Pref B,BRKM6,1W,Low,Belt Hold Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
BRADESPAR PN,BRAP4,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Electro Aco Alton.,EALT4,1W,High,Three Inside Up,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Telebras,TELB3,1W,High,Morning Doji Star,Current,Bullish reversal,2020-11-13,wait,2020-11-13
BRADESPAR PN,BRAP4,1W,Low,Belt Hold Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Electro Aco Alton.,EALT3,1W,High,Three Outside Up,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Verizon Communica.,VERZ34,1W,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-13,wait,2020-11-13
GERDAU MET PN,GOAU4,1D,Low,Harami Cross,Current,Bullish reversal,2020-11-13,wait,2020-11-13
CCX CARVAO ON,CCXC3,1D,Low,Belt Hold Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
CCX CARVAO ON,CCXC3,1D,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-13,wait,2020-11-13
BRASIL ON,BBAS3,1D,Low,Harami Cross,Current,Bullish reversal,2020-11-13,wait,2020-11-13
CIELO ON,CIEL3,1D,Low,Harami Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Atom Participacoe.,ATOM3,1D,Medium,Homing Pigeon,Current,Bullish reversal,2020-11-13,wait,2020-11-13
GERDAU PN N1,GGBR4,1D,Low,Harami Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
GERDAU MET PN,GOAU4,1D,Low,Harami Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
EUCATEX PN,EUCA4,1D,Medium,Engulfing Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
BRASKEM ON,BRKM3,1D,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Braskem Pref B,BRKM6,1D,Low,Belt Hold Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
B3 SA Brasil Bols.,B3SA3,1D,High,Falling Three Methods,Current,Bearish continuation,2020-11-13,wait,2020-11-13
Karsten,CTKA3,1D,Low,Belt Hold Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
ITAUSA ON,ITSA3,1D,Low,Harami Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Cedro Cachoeira,CEDO3,1D,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-13,wait,2020-11-13
SARAIVA LIVR PN,SLED4,1D,High,Morning Doji Star,Current,Bullish reversal,2020-11-13,wait,2020-11-13
PORTOBELLO ON,PTBL3,1D,Medium,Deliberation Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
SARAIVA LIVR PN,SLED4,1D,High,Morning Star,Current,Bullish reversal,2020-11-13,wait,2020-11-13
SARAIVA LIVR PN,SLED4,1D,High,Three Inside Up,Current,Bullish reversal,2020-11-13,wait,2020-11-13
USIMINAS PNB,USIM6,1D,Low,Belt Hold Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
CCR SA ON,CCRO3,1D,Low,Harami Cross,Current,Bullish reversal,2020-11-13,wait,2020-11-13
PDG REALT ON,PDGR3,1D,Low,Belt Hold Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
SARAIVA LIVR PN,SLED2,1D,Medium,Homing Pigeon,Current,Bullish reversal,2020-11-13,wait,2020-11-13
PDG REALT ON,PDGR3,1D,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Brinquedos Estrel.,ESTR4,1D,High,Falling Three Methods,Current,Bearish continuation,2020-11-13,wait,2020-11-13
GRAZZIOTIN PN,CGRA4,1D,Low,Harami Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
GRAZZIOTIN PN,CGRA4,1D,Low,Harami Cross,Current,Bullish reversal,2020-11-13,wait,2020-11-13
LE LIS BLANC ON,LLIS3,1D,High,Morning Doji Star,Current,Bullish reversal,2020-11-13,wait,2020-11-13
LE LIS BLANC ON,LLIS3,1D,High,Three Inside Up,Current,Bullish reversal,2020-11-13,wait,2020-11-13
GRENDENE ON,GRND3,1D,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-13,wait,2020-11-13
SARAIVA LIVR PN,SLED4,1D,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-13,wait,2020-11-13
TRIUNFO PART ON,TPIS3,1D,Medium,Deliberation Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
EQUATORIAL ON,EQTL3,1D,Low,Harami Cross,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Battistella Admin.,BTTL3,1D,Low,Harami Cross,Current,Bullish reversal,2020-11-13,wait,2020-11-13
EQUATORIAL ON,EQTL3,1D,Low,Harami Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
BR BROKERS ON,BBRK3,1D,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-13,wait,2020-11-13
GENERALSHOPP ON,GSHP3,1D,Low,Belt Hold Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Mitre Realty On,MTRE3,1D,Low,Harami Cross,Current,Bullish reversal,2020-11-13,wait,2020-11-13
GENERALSHOPP ON,GSHP3,1D,Medium,Engulfing Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Gradiente Electro.,IGBR3,1D,Low,Harami Cross,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Battistella Admin.,BTTL3,1D,Low,Harami Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
MARFRIG ON,MRFG3,1D,High,Evening Doji Star,Current,Bearish reversal,2020-11-13,wait,2020-11-13
TRIUNFO PART ON,TPIS3,1D,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
MARFRIG ON,MRFG3,1D,Medium,Two Crows,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Brasileira De Dis.,PCAR3,1D,High,Three Inside Up,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Lockheed Martin C.,LMTB34,1D,Low,Harami Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
FedEx Corp BDR,FDXB34,1D,Low,Shooting Star,Current,Bearish reversal,2020-11-13,wait,2020-11-13
GOL PN N2,GOLL4,1D,Low,Harami Cross,Current,Bullish reversal,2020-11-13,wait,2020-11-13
GOL PN N2,GOLL4,1D,Low,Harami Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
VALID ON,VLID3,1D,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-13,wait,2020-11-13
JBS ON,JBSS3,1D,Low,Harami Cross,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Afluente Transmis.,AFLT3,1D,Low,Harami Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Baumer Pref,BALM4,1D,Low,Hanging Man,Current,Bearish reversal,2020-11-13,wait,2020-11-13
COPEL PNB,CPLE6,1D,High,Morning Doji Star,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Ogx Petroleo e Ga.,DMMO3,1D,Medium,Bullish doji Star,Current,Bullish reversal,2020-11-13,wait,2020-11-13
CPFL RENOVAVON NM.,CPRE3,1D,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-13,wait,2020-11-13
CPFL RENOVAVON NM.,CPRE3,1D,Low,Belt Hold Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
CEEE-D ON,CEED3,1D,High,Evening Star,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Alupar Invest Uni.,ALUP11,1D,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Dimed Pref,PNVL4,1D,Medium,Homing Pigeon,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Biotoscana Invest.,GBIO33,1D,Low,Belt Hold Bullish,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Merck Co Inc BDR,MRCK34,1D,Low,Belt Hold Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
COPEL ON,CPLE3,1D,High,Morning Star,Current,Bullish reversal,2020-11-13,wait,2020-11-13
Alupar Invest,ALUP3,1D,Low,Harami Cross,Current,Bullish reversal,2020-11-13,wait,2020-11-13
CPFL ENERGIAON NM.,CPFE3,1D,Low,Harami Cross,Current,Bullish reversal,2020-11-13,wait,2020-11-13
CEEE-D ON,CEED3,1D,High,Abandoned Baby Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
CEEE-D ON,CEED3,1D,Low,Belt Hold Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Petrobras Distrib.,BRDT3,1D,Low,Harami Cross,Current,Bullish reversal,2020-11-13,wait,2020-11-13
CEEE-D ON,CEED3,1D,Medium,Engulfing Bearish,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Instituto Hermes.,PARD3,1D,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-13,wait,2020-11-13
CEEE-D ON,CEED3,1D,High,Evening Doji Star,Current,Bearish reversal,2020-11-13,wait,2020-11-13
Celpe Pref,CEPE5,1D,Low,Harami Cross,Current,Bullish reversal,2020-11-13,wait,2020-11-13
