Name,Symbol,Timeframe,Reliability,Pattern,Candle,CandleTime,Date,Status,created_at
Bovespa,BVSP,1M,High,Morning Star,Current,Bullish reversal,2020-11-24,wait,2020-11-24
TRIUNFO PART ON,TPIS3,1M,High,Three Outside Up,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Verizon Communica.,VERZ34,1M,Low,Bullish Hammer,Current,Bullish reversal,2020-11-24,wait,2020-11-24
LINX ON NM,LINX3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-24,wait,2020-11-24
Cemepe Pref ,MAPT4,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-11-24,wait,2020-11-24
eBay Inc BDR,EBAY34,1M,Medium,Bullish doji Star,Current,Bullish reversal,2020-11-24,wait,2020-11-24
eBay Inc BDR,EBAY34,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Morgan Stanley Ba.,MSBR34,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-24,wait,2020-11-24
eBay Inc BDR,EBAY34,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-24,wait,2020-11-24
M.DIASBRANCO ON,MDIA3,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-24,wait,2020-11-24
GRENDENE ON,GRND3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-24,wait,2020-11-24
Intel Corp BDR,ITLC34,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Intel Corp BDR,ITLC34,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-24,wait,2020-11-24
C A Modas SA,CEAB3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Microsoft Corp BD.,MSFT34,1M,Medium,Bullish doji Star,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Whirlpool Pref,WHRL4,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Refinaria de Petr.,RPMG3,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Ogx Petroleo e Ga.,DMMO3T,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-24,wait,2020-11-24
M.DIASBRANCO ON,MDIA3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-24,wait,2020-11-24
CTEEP,TRPL3,1M,High,Rising Three Methods,Current,Bullish continuation,2020-11-24,wait,2020-11-24
Minerva,BEEF11,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Chevron Corp BDR,CHVX34,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-24,wait,2020-11-24
ATT Inc BDR,ATTB34,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-24,wait,2020-11-24
ATT Inc BDR,ATTB34,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-24,wait,2020-11-24
MINERVA ON,BEEF3,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-24,wait,2020-11-24
MINERVA ON,BEEF3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-24,wait,2020-11-24
TELEF BRASIL ON,VIVT3,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Cedro Cachoeira,CEDO3,1M,Low,Harami Cross Bearish,Current,Bearish reversal,2020-11-24,wait,2020-11-24
Cedro Cachoeira,CEDO3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-24,wait,2020-11-24
WEG ON,WEGE3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-24,wait,2020-11-24
NATURA ON,NTCO3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-24,wait,2020-11-24
TIM PART S/A ON,TIMS3,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Procter Gamble Co.,PGCO34,1M,High,Three Outside Down,Current,Bearish reversal,2020-11-24,wait,2020-11-24
Electro Aco Alton.,EALT3,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Cedro Cachoeira,CEDO3,1M,Low,Harami Bearish,Current,Bearish reversal,2020-11-24,wait,2020-11-24
Ogx Petroleo e Ga.,DMMO3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-24,wait,2020-11-24
CEEE-D ON,CEED3,1M,High,Falling Three Methods,Current,Bearish continuation,2020-11-24,wait,2020-11-24
CEDRO PN,CEDO4,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-24,wait,2020-11-24
Wal Mart Stores I.,WALM34,1M,Low,Bullish Hammer,Current,Bullish reversal,2020-11-24,wait,2020-11-24
CESP PNB,CESP6,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-24,wait,2020-11-24
GENERALSHOPP ON,GSHP3,1M,Medium,Dragonfly Doji,Current,Bullish reversal,2020-11-24,wait,2020-11-24
PARANAPANEMA ON,PMAM3,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-24,wait,2020-11-24
ITAUUNIBANCO ON,ITUB3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Smiles Fidelidade.,SMLS3T,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Celulose Irani Pr.,RANI4,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-24,wait,2020-11-24
RAIADROGASIL ON,RADL3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-24,wait,2020-11-24
ELETROBRAS PNB,ELET6,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-24,wait,2020-11-24
ITAUSA PN,ITSA4,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Hoteis Othon,HOOT4,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-24,wait,2020-11-24
CEMIG PN,CMIG4,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Banco BTG,BPAC11,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Saraiva,SLED3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Saraiva,SLED3,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-24,wait,2020-11-24
GERDAU PN N1,GGBR4,1M,Medium,Advance Block Bearish,Current,Bearish reversal,2020-11-24,wait,2020-11-24
Bovespa,BVSP,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-24,wait,2020-11-24
ITAUSA ON,ITSA3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-24,wait,2020-11-24
LOJAS AMERIC PN,LAME4,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-24,wait,2020-11-24
ALPARGATAS PN,ALPA4,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-24,wait,2020-11-24
TOTVS ON,TOTS3,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-11-24,wait,2020-11-24
SABESP ON,SBSP3,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Caterpillar Inc B.,CATP34,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-24,wait,2020-11-24
Banco Inter ON,BIDI3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-24,wait,2020-11-24
BANRISUL PNB,BRSR6,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-24,wait,2020-11-24
United Parcel Ser.,UPSS34,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-24,wait,2020-11-24
United Parcel Ser.,UPSS34,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Hoteis Othon,HOOT4,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-24,wait,2020-11-24
SABESP ON,SBSP3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-24,wait,2020-11-24
TELEF BRASIL ON,VIVT3,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2020-11-24,wait,2020-11-24
LOCALIZA ON,RENT3,1W,Low,Harami Cross,Current,Bullish reversal,2020-11-24,wait,2020-11-24
COTEMINAS,CTNM3,1W,Low,Inverted Hammer,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Xerox Corp BDR,XRXB34,1W,Low,Belt Hold Bearish,Current,Bearish reversal,2020-11-24,wait,2020-11-24
Anima ON,ANIM3,1W,High,Three Black Crows,Current,Bearish reversal,2020-11-24,wait,2020-11-24
TOTVS ON,TOTS3,1W,High,Three Black Crows,Current,Bearish reversal,2020-11-24,wait,2020-11-24
MAGAZ LUIZA ON,MGLU3,1W,High,Three Black Crows,Current,Bearish reversal,2020-11-24,wait,2020-11-24
DIRECIONAL ON,DIRR3,1W,Low,Harami Cross,Current,Bullish reversal,2020-11-24,wait,2020-11-24
ULTRAPAR ON NM,UGPA3,1W,Low,Harami Cross,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Smiles Fidelidade.,SMLS3T,1W,Low,Hanging Man,Current,Bearish reversal,2020-11-24,wait,2020-11-24
TELEF BRASIL PN,VIVT4,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-24,wait,2020-11-24
Wal Mart Stores I.,WALM34,1W,Low,Harami Bullish,Current,Bullish reversal,2020-11-24,wait,2020-11-24
The Coca Cola Co.,COCA34,1W,Low,Harami Bullish,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Microsoft Corp BD.,MSFT34,1W,Low,Harami Bullish,Current,Bullish reversal,2020-11-24,wait,2020-11-24
QUALICORP ON,QUAL3,1W,Low,Harami Cross,Current,Bullish reversal,2020-11-24,wait,2020-11-24
ALPARGATAS PN,ALPA4,1W,High,Three Inside Up,Current,Bullish reversal,2020-11-24,wait,2020-11-24
LOJAS MARISA ON,AMAR3,1W,High,Three Inside Up,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Apple Inc BDR,AAPL34,1W,High,Falling Three Methods,Current,Bearish continuation,2020-11-24,wait,2020-11-24
DIRECIONAL ON,DIRR3,1W,Low,Harami Bullish,Current,Bullish reversal,2020-11-24,wait,2020-11-24
LOJAS RENNER ON,LREN3,1W,Low,Harami Bullish,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Santos Brasil Par.,STBP3,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-24,wait,2020-11-24
CPFL ENERGIAON NM.,CPFE3,1W,Low,Harami Cross,Current,Bullish reversal,2020-11-24,wait,2020-11-24
EQUATORIAL ON,EQTL3,1W,High,Three Black Crows,Current,Bearish reversal,2020-11-24,wait,2020-11-24
KLABIN S/A PN,KLBN4,1W,Low,Harami Bullish,Current,Bullish reversal,2020-11-24,wait,2020-11-24
PARANAPANEMA ON,PMAM3,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-24,wait,2020-11-24
ETERNIT ON,ETER3,1W,High,Three Inside Up,Current,Bullish reversal,2020-11-24,wait,2020-11-24
COPEL PNB,CPLE6,1W,Low,Harami Cross,Current,Bullish reversal,2020-11-24,wait,2020-11-24
COPEL ON,CPLE3,1W,Low,Harami Bullish,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Braskem Pref B,BRKM6,1W,Low,Belt Hold Bullish,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Log Commercial Pr.,LOGG3,1W,High,Three Black Crows,Current,Bearish reversal,2020-11-24,wait,2020-11-24
Santos Brasil Par.,STBP3,1W,Low,Hanging Man,Current,Bearish reversal,2020-11-24,wait,2020-11-24
NEOENERGIA,NEOE3,1W,High,Three Black Crows,Current,Bearish reversal,2020-11-24,wait,2020-11-24
LUPATECH ON,LUPA3,1W,Low,Harami Bullish,Current,Bullish reversal,2020-11-24,wait,2020-11-24
ENERGIAS BR ON,ENBR3,1W,Low,Harami Bullish,Current,Bullish reversal,2020-11-24,wait,2020-11-24
BANRISUL PNA,BRSR5,1W,Medium,Homing Pigeon,Current,Bullish reversal,2020-11-24,wait,2020-11-24
SABESP ON,SBSP3,1W,Low,Harami Bullish,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Celulose Irani Pr.,RANI4,1W,Low,Harami Bullish,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Companhia de Sane.,SAPR4,1W,Low,Harami Cross,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Parana Sanepar Un.,SAPR11,1W,Low,Harami Bullish,Current,Bullish reversal,2020-11-24,wait,2020-11-24
USIMINAS ON,USIM3,1W,High,Three Inside Up,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Santos Brasil Par.,STBP3,1W,Medium,Dragonfly Bearish,Current,Bearish reversal,2020-11-24,wait,2020-11-24
Energ De Brasilia.,CEBR5,1W,Low,Harami Cross Bearish,Current,Bearish reversal,2020-11-24,wait,2020-11-24
Energ De Brasilia.,CEBR5,1W,Low,Harami Bearish,Current,Bearish reversal,2020-11-24,wait,2020-11-24
Energ De Brasilia.,CEBR5,1W,Medium,Dragonfly Bearish,Current,Bearish reversal,2020-11-24,wait,2020-11-24
IRB Brasil Resseg.,IRBR3,1W,Low,Shooting Star,Current,Bearish reversal,2020-11-24,wait,2020-11-24
Energ De Brasilia.,CEBR5,1W,Low,Hanging Man,Current,Bearish reversal,2020-11-24,wait,2020-11-24
USIMINAS PNA,USIM5,1W,High,Three Inside Up,Current,Bullish reversal,2020-11-24,wait,2020-11-24
GERDAU PN N1,GGBR4,1W,High,Three Inside Up,Current,Bullish reversal,2020-11-24,wait,2020-11-24
KLABIN S/A ON N2,KLBN3,1W,Low,Harami Cross,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Alupar Invest Pre.,ALUP4,1W,High,Evening Doji Star,Current,Bearish reversal,2020-11-24,wait,2020-11-24
CCX CARVAO ON,CCXC3,1W,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Baumer Pref,BALM4,1D,Low,Belt Hold Bullish,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Merck Co Inc BDR,MRCK34,1D,High,Falling Three Methods,Current,Bearish continuation,2020-11-24,wait,2020-11-24
Log Commercial Pr.,LOGG3,1D,Low,Thrusting Bearish,Current,Bearish continuation,2020-11-24,wait,2020-11-24
MULTIPLAN ON,MULT3,1D,High,Three Inside Up,Current,Bullish reversal,2020-11-24,wait,2020-11-24
LOJAS AMERIC ON,LAME3,1D,Low,Harami Bullish,Current,Bullish reversal,2020-11-24,wait,2020-11-24
BR Insurance Corr.,APER3,1D,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-24,wait,2020-11-24
SARAIVA LIVR PN,SLED2,1D,Medium,Homing Pigeon,Current,Bullish reversal,2020-11-24,wait,2020-11-24
BBSEGURIDADE ON N.,BBSE3,1D,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-24,wait,2020-11-24
PARANAPANEMA ON,PMAM3,1D,Low,Harami Cross,Current,Bullish reversal,2020-11-24,wait,2020-11-24
PARANAPANEMA ON,PMAM3,1D,Low,Harami Bullish,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Petrobras Distrib.,BRDT3,1D,Medium,Downside Gap Three Methods,Current,Bearish continuation,2020-11-24,wait,2020-11-24
Baumer,BALM3,1D,High,Three Outside Up,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Instituto Hermes.,PARD3,1D,High,Three Inside Up,Current,Bullish reversal,2020-11-24,wait,2020-11-24
LOJAS AMERIC ON,LAME3,1D,Low,Harami Cross,Current,Bullish reversal,2020-11-24,wait,2020-11-24
BRASKEM ON,BRKM3,1D,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-24,wait,2020-11-24
Gradiente Electro.,IGBR3,1D,Medium,Bullish doji Star,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Dommo Energia,DMMO11,1D,Low,Harami Bullish,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Chevron Corp BDR,CHVX34,1D,Low,Hanging Man,Current,Bearish reversal,2020-11-24,wait,2020-11-24
Biosev ON,BSEV3,1D,Medium,Engulfing Bearish,Current,Bearish reversal,2020-11-24,wait,2020-11-24
Biotoscana Invest.,GBIO33,1D,Low,Belt Hold Bullish,Current,Bullish reversal,2020-11-24,wait,2020-11-24
NATURA ON,NTCO3,1D,Medium,Bullish doji Star,Current,Bullish reversal,2020-11-24,wait,2020-11-24
CCX CARVAO ON,CCXC3,1D,Low,Belt Hold Bullish,Current,Bullish reversal,2020-11-24,wait,2020-11-24
CCX CARVAO ON,CCXC3,1D,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-24,wait,2020-11-24
Procter Gamble Co.,PGCO34,1D,Medium,Engulfing Bearish,Current,Bearish reversal,2020-11-24,wait,2020-11-24
