Name,Symbol,Timeframe,Reliability,Pattern,Candle,CandleTime,Date,Status,created_at
Celpe Pref,CEPE5,1M,Low,Harami Cross,Current,Bullish reversal,2020-12-22,wait,2020-12-22
COMGAS PNA,CGAS5,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-12-22,wait,2020-12-22
MRV ON,MRVE3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-22,wait,2020-12-22
MRV ON,MRVE3,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-22,wait,2020-12-22
Cosan Logistica S.,RLOG3,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-22,wait,2020-12-22
Starbucks Corp BD.,SBUB34,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-22,wait,2020-12-22
Ser Educa ON,SEER3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-22,wait,2020-12-22
Saraiva,SLED3,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-22,wait,2020-12-22
Comgas,CGAS3,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-12-22,wait,2020-12-22
Pfizer Inc BDR,PFIZ34,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-22,wait,2020-12-22
Kimberly Clark Co.,KMBB34,1M,High,Three Black Crows,Current,Bearish reversal,2020-12-22,wait,2020-12-22
Hoteis Othon,HOOT4,1M,High,Three Outside Up,Current,Bullish reversal,2020-12-22,wait,2020-12-22
RODOBENSIMOB ON,RDNI3,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-12-22,wait,2020-12-22
AES TIETE E UNT N.,TIET11,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-22,wait,2020-12-22
Wal Mart Stores I.,WALM34,1M,Medium,Break Away Bearish,Current,Bearish reversal,2020-12-22,wait,2020-12-22
AES TIETE E ON N2.,TIET3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-22,wait,2020-12-22
Eucatex,EUCA3,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-22,wait,2020-12-22
ALPARGATAS ON,ALPA3,1M,Low,Harami Bearish,Current,Bearish reversal,2020-12-22,wait,2020-12-22
USIMINAS PNA,USIM5,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-22,wait,2020-12-22
Freeport Mcmoran.,FCXO34,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-22,wait,2020-12-22
Home Depot Inc BD.,HOME34,1M,High,Three Black Crows,Current,Bearish reversal,2020-12-22,wait,2020-12-22
Celpe Pref,CEPE5,1M,Low,Harami Bullish,Current,Bullish reversal,2020-12-22,wait,2020-12-22
RODOBENSIMOB ON,RDNI3,1M,Low,Shooting Star,Current,Bearish reversal,2020-12-22,wait,2020-12-22
Amazon.com Inc BD.,AMZO34,1M,High,Three Black Crows,Current,Bearish reversal,2020-12-22,wait,2020-12-22
TIM PART S/A ON,TIMS3,1M,High,Three Outside Up,Current,Bullish reversal,2020-12-22,wait,2020-12-22
OI ON N1,OIBR3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-22,wait,2020-12-22
Apple Inc BDR,AAPL34,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-22,wait,2020-12-22
