Name,Symbol,Timeframe,Reliability,Pattern,Candle,CandleTime,Date,Status,created_at
Bovespa,BVSP,1M,High,Morning Star,Current,Bullish reversal,2020-11-12,wait,2020-11-12
Refinaria de Petr.,RPMG3,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-12,wait,2020-11-12
Pfizer Inc BDR,PFIZ34,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-12,wait,2020-11-12
Electro Aco Alton.,EALT3,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-12,wait,2020-11-12
ENEVA ON NM,ENEV3,1M,Low,Shooting Star,Current,Bearish reversal,2020-11-12,wait,2020-11-12
Instituto Hermes.,PARD3,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-11-12,wait,2020-11-12
RUMO ON NM,RAIL3,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-12,wait,2020-11-12
RUMO ON NM,RAIL3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-12,wait,2020-11-12
Ogx Petroleo e Ga.,DMMO3T,1M,Low,Belt Hold Bullish,Current,Bullish reversal,2020-11-12,wait,2020-11-12
Merck Co Inc BDR,MRCK34,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-11-12,wait,2020-11-12
Ogx Petroleo e Ga.,DMMO3T,1M,Medium,Bullish doji Star,Current,Bullish reversal,2020-11-12,wait,2020-11-12
Chevron Corp BDR,CHVX34,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-12,wait,2020-11-12
Atom Participacoe.,ATOM3,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-12,wait,2020-11-12
Cemepe Pref ,MAPT4,1M,Low,Thrusting Bearish,Current,Bearish continuation,2020-11-12,wait,2020-11-12
BRADESPAR ON,BRAP3,1M,Medium,Gravestone Doji,Current,Bearish reversal,2020-11-12,wait,2020-11-12
CEDRO PN,CEDO4,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-11-12,wait,2020-11-12
Pfizer Inc BDR,PFIZ34,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-12,wait,2020-11-12
