Name,Symbol,Timeframe,Reliability,Pattern,Candle,CandleTime,Date,Status,created_at
Apple Inc BDR,AAPL34,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-28,wait,2020-12-28
MRV ON,MRVE3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Movida Participac.,MOVI3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
EZTEC ON,EZTC3,1M,Low,Shooting Star,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Kimberly Clark Co.,KMBB34,1M,High,Three Black Crows,Current,Bearish reversal,2020-12-28,wait,2020-12-28
CTEEP,TRPL3,1M,High,Three Outside Up,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Celpe Pref,CEPE5,1M,Low,Harami Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
CIELO ON,CIEL3,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Camil Alimentos,CAML3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
GOL PN N2,GOLL4,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
CESP PNA,CESP5,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2020-12-28,wait,2020-12-28
CESP PNA,CESP5,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-12-28,wait,2020-12-28
CESP ON,CESP3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Home Depot Inc BD.,HOME34,1M,High,Three Black Crows,Current,Bearish reversal,2020-12-28,wait,2020-12-28
McDonalds Corp BD.,MCDC34,1M,High,Three Black Crows,Current,Bearish reversal,2020-12-28,wait,2020-12-28
WEG ON,WEGE3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Anima ON,ANIM3,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
TIM PART S/A ON,TIMS3,1M,High,Three Outside Up,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Anima ON,ANIM3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
IGUATEMI ON,IGTA3,1M,Low,Shooting Star,Current,Bearish reversal,2020-12-28,wait,2020-12-28
OI ON N1,OIBR3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Schlumberger AG,SLBG34,1M,Low,Harami Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
BRF SA ON,BRFS3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Saraiva,SLED3,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-28,wait,2020-12-28
QUALICORP ON,QUAL3,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-28,wait,2020-12-28
CSU CARDSYST ON,CARD3,1W,Low,Harami Cross,Current,Bullish reversal,2020-12-28,wait,2020-12-28
CSU CARDSYST ON,CARD3,1W,Low,Harami Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
LOJAS RENNER ON,LREN3,1W,Medium,Dragonfly Doji,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Ferbasa,FESA3,1W,High,Three Inside Down,Current,Bearish reversal,2020-12-28,wait,2020-12-28
American Express.,AXPB34,1W,Medium,Bullish Engulfing,Current,Bullish reversal,2020-12-28,wait,2020-12-28
ITAUUNIBANCOPN EB.,ITUB4,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Intel Corp BDR,ITLC34,1W,High,Abandoned Baby Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Enauta ON,ENAT3,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Dimed,PNVL3,1W,High,Three Outside Up,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Ford Motor Co BDR.,FDMO34,1W,Low,Harami Cross,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Baumer Pref,BALM4,1W,Low,Harami Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Baumer Pref,BALM4,1W,Low,Harami Cross,Current,Bullish reversal,2020-12-28,wait,2020-12-28
BRADESCO PN EJ N1.,BBDC4,1W,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Ford Motor Co BDR.,FDMO34,1W,Medium,Bullish doji Star,Current,Bullish reversal,2020-12-28,wait,2020-12-28
ODONTOPREV ON,ODPV3,1W,High,Three Outside Up,Current,Bullish reversal,2020-12-28,wait,2020-12-28
JHSF PART ON,JHSF3,1W,High,Abandoned Baby Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Intel Corp BDR,ITLC34,1W,High,Morning Doji Star,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Comcast Corp BDR,CMCS34,1W,Medium,Bullish Engulfing,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Comcast Corp BDR,CMCS34,1W,Low,Belt Hold Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
TELEF BRASIL PN,VIVT4,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Xerox Corp BDR,XRXB34,1W,High,Three Inside Up,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Qualcomm Inc BDR,QCOM34,1W,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Dommo Energia,DMMO11,1W,Medium,Bullish doji Star,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Intel Corp BDR,ITLC34,1W,High,Morning Star,Current,Bullish reversal,2020-12-28,wait,2020-12-28
MULTIPLAN ON,MULT3,1W,High,Abandoned Baby Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
ConocoPhillips DR.,COPH34,1W,Low,Belt Hold Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Telebras,TELB3,1W,Medium,Dragonfly Doji,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Hoteis Othon,HOOT4,1W,Low,Belt Hold Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Parana Sanepar Un.,SAPR11,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
LOCAMERICA ON NM,LCAM3,1W,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Morgan Stanley Ba.,MSBR34,1W,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Morgan Stanley Ba.,MSBR34,1W,Low,Shooting Star,Current,Bearish reversal,2020-12-28,wait,2020-12-28
GRAZZIOTIN PN,CGRA4,1W,Low,Belt Hold Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
BRASKEM ON,BRKM3,1W,Low,Harami Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
SID NACIONAL ON,CSNA3,1W,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
JBS ON,JBSS3,1W,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
LUPATECH ON,LUPA3,1W,High,Three Inside Down,Current,Bearish reversal,2020-12-28,wait,2020-12-28
COTEMINAS PN,CTNM4,1W,Low,Inverted Hammer,Current,Bullish reversal,2020-12-28,wait,2020-12-28
GAFISA ON,GFSA3,1W,High,Three Black Crows,Current,Bearish reversal,2020-12-28,wait,2020-12-28
RENOVA UNT,RNEW11,1W,High,Three Outside Down,Current,Bearish reversal,2020-12-28,wait,2020-12-28
DIRECIONAL ON,DIRR3,1W,Low,Harami Cross,Current,Bullish reversal,2020-12-28,wait,2020-12-28
DIRECIONAL ON,DIRR3,1W,Low,Harami Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
M.DIASBRANCO ON,MDIA3,1W,High,Three Inside Down,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Afluente Transmis.,AFLT3,1W,High,Morning Doji Star,Current,Bullish reversal,2020-12-28,wait,2020-12-28
CCX CARVAO ON,CCXC3,1W,Medium,Bullish Engulfing,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Ford Motor Co BDR.,FDMO34,1W,Low,Harami Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
COELCE ON,COCE3,1W,Low,Shooting Star,Current,Bearish reversal,2020-12-28,wait,2020-12-28
UNIPAR ON,UNIP3,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
UNIPAR ON,UNIP3,1W,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
De Santa Catar,CLSC3,1W,High,Three Inside Up,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Karsten,CTKA3,1W,Medium,On Neck Bearish,Current,Bearish continuation,2020-12-28,wait,2020-12-28
COELCE PNA,COCE5,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
CCX CARVAO ON,CCXC3,1D,Medium,Bullish Engulfing,Current,Bullish reversal,2020-12-28,wait,2020-12-28
COTEMINAS,CTNM3,1D,Medium,Bullish Engulfing,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Enauta ON,ENAT3,1D,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
COTEMINAS,CTNM3,1D,Low,Belt Hold Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
American Express.,AXPB34,1D,Medium,Bullish Engulfing,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Schlumberger AG,SLBG34,1D,Low,Belt Hold Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Baumer Pref,BALM4,1D,Low,Harami Cross,Current,Bullish reversal,2020-12-28,wait,2020-12-28
EVEN ON,EVEN3,1D,Low,Bullish Hammer,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Halliburton Co BD.,HALI34,1D,Low,Harami Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Baumer Pref,BALM4,1D,Low,Harami Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
DIRECIONAL ON,DIRR3,1D,Low,Harami Cross,Current,Bullish reversal,2020-12-28,wait,2020-12-28
BR Insurance Corr.,APER3,1D,Low,Harami Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Karsten Pref,CTKA4,1D,Low,Belt Hold Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Kimberly Clark Co.,KMBB34,1D,Medium,Bullish Engulfing,Current,Bullish reversal,2020-12-28,wait,2020-12-28
OSX BRASIL ON,OSXB3,1D,High,Falling Three Methods,Current,Bearish continuation,2020-12-28,wait,2020-12-28
CCX CARVAO ON,CCXC3,1D,Low,Belt Hold Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
UNIPAR ON,UNIP3,1D,Medium,Dragonfly Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
UNIPAR ON,UNIP3,1D,Low,Hanging Man,Current,Bearish reversal,2020-12-28,wait,2020-12-28
UNIPAR ON,UNIP3,1D,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
RODOBENSIMOB ON,RDNI3,1D,Low,Harami Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Cemepe Pref ,MAPT4,1D,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
ConocoPhillips DR.,COPH34,1D,Low,Belt Hold Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
UNIPAR ON,UNIP3,1D,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
GRAZZIOTIN PN,CGRA4,1D,Low,Belt Hold Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Braskem Pref B,BRKM6,1D,Low,Belt Hold Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Braskem Pref B,BRKM6,1D,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Comcast Corp BDR,CMCS34,1D,Low,Belt Hold Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
GRAZZIOTIN PN,CGRA4,1D,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Kimberly Clark Co.,KMBB34,1D,Low,Belt Hold Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
RODOBENSIMOB ON,RDNI3,1D,Low,Harami Cross,Current,Bullish reversal,2020-12-28,wait,2020-12-28
LOCAMERICA ON NM,LCAM3,1D,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
DIRECIONAL ON,DIRR3,1D,Low,Harami Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
BR Insurance Corr.,APER3,1D,Low,Harami Cross,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Morgan Stanley Ba.,MSBR34,1D,Low,Shooting Star,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Celpe Pref,CEPE5,1D,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Biotoscana Invest.,GBIO33,1D,Low,Belt Hold Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Banco BMG ON,BMGB4,1D,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
SARAIVA LIVR PN,SLED2,1D,Medium,Homing Pigeon,Current,Bullish reversal,2020-12-28,wait,2020-12-28
COELCE PNA,COCE5,1D,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
COELCE ON,COCE3,1D,Low,Shooting Star,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Honeywell DRC,HONB34,1D,Low,Belt Hold Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Parana Sanepar Un.,SAPR11,1D,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
CPFL RENOVAVON NM.,CPRE3,1D,Medium,Bullish Engulfing,Current,Bullish reversal,2020-12-28,wait,2020-12-28
CPFL RENOVAVON NM.,CPRE3,1D,Low,Belt Hold Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Visa Inc BDR,VISA34,1D,High,Three Inside Up,Current,Bullish reversal,2020-12-28,wait,2020-12-28
TIM PART S/A ON,TIMS3,1D,Low,Hanging Man,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Comgas,CGAS3,1D,Low,Bullish Hammer,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Battistella Admin.,BTTL3,1D,Low,Belt Hold Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Brb Banco,BSLI3,1D,Low,Belt Hold Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
CTEEP,TRPL3,1D,Low,Inverted Hammer,Current,Bullish reversal,2020-12-28,wait,2020-12-28
BRF SA ON,BRFS3,1D,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
BRF SA ON,BRFS3,1D,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Hoteis Othon,HOOT4,1D,Low,Belt Hold Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
SABESP ON,SBSP3,1D,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Colgate Palmolive.,COLG34,1D,Low,Belt Hold Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
CIELO ON,CIEL3,1D,High,Three Inside Up,Current,Bullish reversal,2020-12-28,wait,2020-12-28
MARCOPOLO ON,POMO3,1D,High,Three Inside Up,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Gradiente Electro.,IGBR3,1D,Medium,Advance Block Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
JHSF PART ON,JHSF3,1D,High,Three Inside Up,Current,Bullish reversal,2020-12-28,wait,2020-12-28
VALE ON,VALE3,1D,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
SARAIVA LIVR PN,SLED4,1D,Medium,Bullish Engulfing,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Netflix Inc DRC,NFLX34,1D,Medium,Bullish Engulfing,Current,Bullish reversal,2020-12-28,wait,2020-12-28
QUALICORP ON,QUAL3,1D,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
International Bus.,IBMB34,1D,Low,Belt Hold Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
ITAUUNIBANCOPN EB.,ITUB4,1D,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
SARAIVA LIVR PN,SLED4,5H,Low,Harami Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Battistella Admin.,BTTL3,5H,High,Morning Star,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Movida Participac.,MOVI3,5H,High,Evening Doji Star,Current,Bearish reversal,2020-12-28,wait,2020-12-28
ITAUSA PN,ITSA4,5H,Low,Hanging Man,Current,Bearish reversal,2020-12-28,wait,2020-12-28
UNIPAR ON,UNIP3,5H,Medium,Dragonfly Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Battistella Admin.,BTTL3,5H,High,Abandoned Baby Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Battistella Admin.,BTTL3,5H,High,Morning Doji Star,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Movida Participac.,MOVI3,5H,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
UNIPAR ON,UNIP3,5H,Low,Hanging Man,Current,Bearish reversal,2020-12-28,wait,2020-12-28
UNIPAR PNB,UNIP6,5H,High,Three Outside Up,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Brb Banco,BSLI3,5H,Low,Belt Hold Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
AREZZO CO ON,ARZZ3,5H,Medium,Bullish Engulfing,Current,Bullish reversal,2020-12-28,wait,2020-12-28
PDG REALT ON,PDGR3,5H,Low,Belt Hold Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
PDG REALT ON,PDGR3,5H,Low,Inverted Hammer,Current,Bullish reversal,2020-12-28,wait,2020-12-28
BR MALLS PAR ON,BRML3,5H,Low,Harami Cross Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
BR MALLS PAR ON,BRML3,5H,Low,Harami Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
BR MALLS PAR ON,BRML3,5H,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Colgate Palmolive.,COLG34,5H,Low,Belt Hold Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
CIA HERING ON,HGTX3,5H,Low,Bullish Hammer,Current,Bullish reversal,2020-12-28,wait,2020-12-28
SANTANDER BRPN ,SANB4,5H,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Morgan Stanley Ba.,MSBR34,5H,Low,Belt Hold Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
EVEN ON,EVEN3,5H,Low,Bullish Hammer,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Freeport Mcmoran.,FCXO34,5H,High,Dark Cloud Cover,Current,Bearish reversal,2020-12-28,wait,2020-12-28
BR BROKERS ON,BBRK3,5H,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
SARAIVA LIVR PN,SLED4,5H,Low,Harami Cross Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
EUCATEX PN,EUCA4,5H,Low,Harami Cross,Current,Bullish reversal,2020-12-28,wait,2020-12-28
SARAIVA LIVR PN,SLED4,5H,Low,Hanging Man,Current,Bearish reversal,2020-12-28,wait,2020-12-28
SARAIVA LIVR PN,SLED4,5H,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Eucatex,EUCA3,5H,Low,Belt Hold Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
SARAIVA LIVR PN,SLED4,5H,Medium,Dragonfly Doji,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Banco Inter PN,BIDI4,5H,Medium,Bullish Engulfing,Current,Bullish reversal,2020-12-28,wait,2020-12-28
SARAIVA LIVR PN,SLED4,5H,Medium,Dragonfly Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
3M Co BDR,MMMC34,5H,Low,Shooting Star,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Saraiva,SLED3,5H,High,Falling Three Methods,Current,Bearish continuation,2020-12-28,wait,2020-12-28
MAGAZ LUIZA ON,MGLU3,5H,Medium,Bullish Engulfing,Current,Bullish reversal,2020-12-28,wait,2020-12-28
SARAIVA LIVR PN,SLED2,5H,Low,Belt Hold Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
MRV ON,MRVE3,5H,Medium,Bullish doji Star,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Goldman Sachs Gro.,GSGI34,5H,Low,Shooting Star,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Afluente Transmis.,AFLT3,5H,Medium,Bullish Engulfing,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Honeywell DRC,HONB34,5H,Low,Belt Hold Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
SARAIVA LIVR PN,SLED2,5H,Medium,Homing Pigeon,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Afluente Transmis.,AFLT3,5H,Low,Belt Hold Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Karsten Pref,CTKA4,5H,High,Abandoned Baby Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
GRAZZIOTIN PN,CGRA4,5H,Low,Belt Hold Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
LINX ON NM,LINX3,5H,Low,Harami Cross,Current,Bullish reversal,2020-12-28,wait,2020-12-28
LUPATECH ON,LUPA3,5H,Medium,Bullish doji Star,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Energ De Brasilia.,CEBR6,5H,High,Evening Doji Star,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Energ De Brasilia.,CEBR6,5H,High,Evening Star,Current,Bearish reversal,2020-12-28,wait,2020-12-28
CEEE-D ON,CEED3,5H,Low,Shooting Star,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Taurus Armas ON,TASA3,5H,High,Three Outside Up,Current,Bullish reversal,2020-12-28,wait,2020-12-28
OI ON N1,OIBR3,5H,Low,Separating Lines Bullish,Current,Bullish continuation,2020-12-28,wait,2020-12-28
Cosan Logistica S.,RLOG3,5H,Medium,Bullish Engulfing,Current,Bullish reversal,2020-12-28,wait,2020-12-28
ENEVA ON NM,ENEV3,5H,High,Evening Star,Current,Bearish reversal,2020-12-28,wait,2020-12-28
LUPATECH ON,LUPA3,5H,Low,Harami Cross,Current,Bullish reversal,2020-12-28,wait,2020-12-28
GRAZZIOTIN PN,CGRA4,5H,Low,Inverted Hammer,Current,Bullish reversal,2020-12-28,wait,2020-12-28
ENEVA ON NM,ENEV3,5H,High,Evening Doji Star,Current,Bearish reversal,2020-12-28,wait,2020-12-28
ENEVA ON NM,ENEV3,5H,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Intel Corp BDR,ITLC34,5H,Low,Shooting Star,Current,Bearish reversal,2020-12-28,wait,2020-12-28
International Bus.,IBMB34,5H,Low,Belt Hold Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Santos Brasil Par.,STBP3,5H,Low,Harami Cross Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Santos Brasil Par.,STBP3,5H,Low,Harami Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Santos Brasil Par.,STBP3,5H,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
LUPATECH ON,LUPA3,5H,Low,Harami Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
RANDON PART ON,RAPT3,5H,Low,Harami Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
CEDRO PN,CEDO4,5H,Low,Harami Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Mitre Realty On,MTRE3,5H,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
CEMIG ON,CMIG3,5H,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Notre Dame,GNDI3,5H,Medium,Bullish Engulfing,Current,Bullish reversal,2020-12-28,wait,2020-12-28
Duke Energy Intl.,GEPA4,5H,Low,Harami Bullish,Current,Bullish reversal,2020-12-28,wait,2020-12-28
COSAN ON,CSAN3,5H,Medium,Bullish Engulfing,Current,Bullish reversal,2020-12-28,wait,2020-12-28
B2W DIGITAL ON,BTOW3,5H,Low,Bullish Hammer,Current,Bullish reversal,2020-12-28,wait,2020-12-28
CTEEP,TRPL3,5H,Low,Belt Hold Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
CTEEP,TRPL3,5H,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Bardella Pref,BDLL4,5H,Medium,Gravestone Doji,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Boeing Co BDR,BOEI34,5H,Low,Belt Hold Bearish,Current,Bearish reversal,2020-12-28,wait,2020-12-28
Comgas,CGAS3,5H,Low,Bullish Hammer,Current,Bullish reversal,2020-12-28,wait,2020-12-28
