Name,Symbol,Timeframe,Reliability,Pattern,Candle,CandleTime,Date,Status,created_at
CEMIG PN,CMIG4,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-17,wait,2020-11-17
Ogx Petroleo e Ga.,DMMO3T,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-11-17,wait,2020-11-17
Banco Inter ON,BIDI3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-17,wait,2020-11-17
ITAUUNIBANCO ON,ITUB3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-17,wait,2020-11-17
ITAUSA PN,ITSA4,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-17,wait,2020-11-17
ITAUSA ON,ITSA3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-17,wait,2020-11-17
Celulose Irani Pr.,RANI4,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-17,wait,2020-11-17
Celulose Irani Pr.,RANI4,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-17,wait,2020-11-17
PARANAPANEMA ON,PMAM3,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-17,wait,2020-11-17
GERDAU MET ON,GOAU3,1M,Medium,Advance Block Bearish,Current,Bearish reversal,2020-11-17,wait,2020-11-17
Kimberly Clark Co.,KMBB34,1M,Medium,Dragonfly Doji,Current,Bullish reversal,2020-11-17,wait,2020-11-17
Chevron Corp BDR,CHVX34,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-17,wait,2020-11-17
Ogx Petroleo e Ga.,DMMO3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-17,wait,2020-11-17
Ogx Petroleo e Ga.,DMMO3T,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-17,wait,2020-11-17
Morgan Stanley Ba.,MSBR34,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-17,wait,2020-11-17
Ogx Petroleo e Ga.,DMMO3T,1M,Low,Belt Hold Bullish,Current,Bullish reversal,2020-11-17,wait,2020-11-17
Refinaria de Petr.,RPMG3,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-17,wait,2020-11-17
Merck Co Inc BDR,MRCK34,1M,Medium,Homing Pigeon,Current,Bullish reversal,2020-11-17,wait,2020-11-17
Merck Co Inc BDR,MRCK34,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-17,wait,2020-11-17
RAIADROGASIL ON,RADL3,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-17,wait,2020-11-17
Johnson Johnson B.,JNJB34,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-17,wait,2020-11-17
Johnson Johnson B.,JNJB34,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-17,wait,2020-11-17
Microsoft Corp BD.,MSFT34,1M,Medium,Bullish doji Star,Current,Bullish reversal,2020-11-17,wait,2020-11-17
International Bus.,IBMB34,1M,High,Three Outside Down,Current,Bearish reversal,2020-11-17,wait,2020-11-17
Verizon Communica.,VERZ34,1M,Low,Bullish Hammer,Current,Bullish reversal,2020-11-17,wait,2020-11-17
TIM PART S/A ON,TIMS3,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2020-11-17,wait,2020-11-17
TELEF BRASIL ON,VIVT3,1M,Medium,Downside Gap Three Methods,Current,Bearish continuation,2020-11-17,wait,2020-11-17
BANRISUL PNB,BRSR6,1M,High,Three Inside Up,Current,Bullish reversal,2020-11-17,wait,2020-11-17
Procter Gamble Co.,PGCO34,1M,High,Three Outside Down,Current,Bearish reversal,2020-11-17,wait,2020-11-17
Alupar Invest,ALUP3,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-17,wait,2020-11-17
RUMO ON NM,RAIL3,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-17,wait,2020-11-17
Bovespa,BVSP,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-17,wait,2020-11-17
B2W DIGITAL ON,BTOW3,1M,Low,Harami Cross,Current,Bullish reversal,2020-11-17,wait,2020-11-17
B2W DIGITAL ON,BTOW3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-11-17,wait,2020-11-17
Banco BTG,BPAC11,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-17,wait,2020-11-17
ELETROBRAS PNB,ELET6,1M,High,Morning Doji Star,Current,Bullish reversal,2020-11-17,wait,2020-11-17
