Name,Symbol,Timeframe,Reliability,Pattern,Candle,CandleTime,Date,Status,created_at
Dommo Energia,DMMO11,1M,Medium,Advance Block Bearish,Current,Bearish reversal,2020-12-14,wait,2020-12-14
Home Depot Inc BD.,HOME34,1M,High,Three Black Crows,Current,Bearish reversal,2020-12-14,wait,2020-12-14
AREZZO CO ON,ARZZ3,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-14,wait,2020-12-14
MARCOPOLO PN,POMO4,1M,Low,Shooting Star,Current,Bearish reversal,2020-12-14,wait,2020-12-14
CTEEP,TRPL3,1M,High,Three Outside Up,Current,Bullish reversal,2020-12-14,wait,2020-12-14
Eucatex,EUCA3,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-14,wait,2020-12-14
Ogx Petroleo e Ga.,DMMO3T,1M,High,Morning Doji Star,Current,Bullish reversal,2020-12-14,wait,2020-12-14
General Electric.,GEOO34,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-14,wait,2020-12-14
General Electric.,GEOO34,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-14,wait,2020-12-14
McDonalds Corp BD.,MCDC34,1M,High,Three Black Crows,Current,Bearish reversal,2020-12-14,wait,2020-12-14
Goldman Sachs Gro.,GSGI34,1M,Low,Harami Bearish,Current,Bearish reversal,2020-12-14,wait,2020-12-14
Hoteis Othon,HOOT4,1M,High,Three Outside Up,Current,Bullish reversal,2020-12-14,wait,2020-12-14
QUALICORP ON,QUAL3,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-14,wait,2020-12-14
Netflix Inc DRC,NFLX34,1M,Low,Harami Bullish,Current,Bullish reversal,2020-12-14,wait,2020-12-14
LOPES BRASIL ON,LPSB3,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-14,wait,2020-12-14
Estadual Geracao.,EEEL4,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-14,wait,2020-12-14
Amazon.com Inc BD.,AMZO34,1M,High,Three Black Crows,Current,Bearish reversal,2020-12-14,wait,2020-12-14
ROSSI RESID ON,RSID3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-14,wait,2020-12-14
ROSSI RESID ON,RSID3,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-14,wait,2020-12-14
PORTOBELLO ON,PTBL3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-14,wait,2020-12-14
C A Modas SA,CEAB3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-14,wait,2020-12-14
MARCOPOLO PN,POMO4,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-12-14,wait,2020-12-14
PORTOBELLO ON,PTBL3,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2020-12-14,wait,2020-12-14
Baumer,BALM3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-12-14,wait,2020-12-14
Wal Mart Stores I.,WALM34,1M,Medium,Break Away Bearish,Current,Bearish reversal,2020-12-14,wait,2020-12-14
Saraiva,SLED3,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-14,wait,2020-12-14
YDUQS Part ON,YDUQ3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-14,wait,2020-12-14
Kimberly Clark Co.,KMBB34,1M,High,Three Black Crows,Current,Bearish reversal,2020-12-14,wait,2020-12-14
LOJAS RENNER ON,LREN3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-14,wait,2020-12-14
CIELO ON,CIEL3,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-14,wait,2020-12-14
BRASKEM PNA,BRKM5,1M,High,Falling Three Methods,Current,Bearish continuation,2020-12-14,wait,2020-12-14
Brb Banco,BSLI3,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-12-14,wait,2020-12-14
Wells Fargo Co BD.,WFCO34,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-12-14,wait,2020-12-14
CESP PNA,CESP5,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2020-12-14,wait,2020-12-14
BRASKEM ON,BRKM3,1M,High,Upside Gap Two Crows,Current,Bearish reversal,2020-12-14,wait,2020-12-14
CESP ON,CESP3,1M,Medium,Bullish doji Star,Current,Bullish reversal,2020-12-14,wait,2020-12-14
