Name,Symbol,Timeframe,Reliability,Pattern,Candle,CandleTime,Date,Status,created_at
Bovespa,BVSP,1M,High,Morning Doji Star,Current,Bullish reversal,2020-12-02,wait,2020-12-02
Visa Inc BDR,VISA34,1M,Low,Harami Bullish,Current,Bullish reversal,2020-12-02,wait,2020-12-02
BANRISUL ON N1,BRSR3,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-02,wait,2020-12-02
BANRISUL PNB,BRSR6,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-02,wait,2020-12-02
Gradiente Electro.,IGBR3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2020-12-02,wait,2020-12-02
LOPES BRASIL ON,LPSB3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-12-02,wait,2020-12-02
MasterCard Inc BD.,MSCD34,1M,Low,Harami Bullish,Current,Bullish reversal,2020-12-02,wait,2020-12-02
MasterCard Inc BD.,MSCD34,1M,Low,Harami Cross,Current,Bullish reversal,2020-12-02,wait,2020-12-02
Brb Banco,BSLI3,1M,Low,Belt Hold Bullish,Current,Bullish reversal,2020-12-02,wait,2020-12-02
ITAUUNIBANCO ON,ITUB3,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-02,wait,2020-12-02
Brb Banco,BSLI3,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-12-02,wait,2020-12-02
M.DIASBRANCO ON,MDIA3,1M,Low,Harami Bullish,Current,Bullish reversal,2020-12-02,wait,2020-12-02
M.DIASBRANCO ON,MDIA3,1M,Low,Harami Cross,Current,Bullish reversal,2020-12-02,wait,2020-12-02
Hoteis Othon,HOOT4,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2020-12-02,wait,2020-12-02
Hoteis Othon,HOOT4,1M,High,Morning Doji Star,Current,Bullish reversal,2020-12-02,wait,2020-12-02
LOJAS AMERIC PN,LAME4,1M,Low,Inverted Hammer,Current,Bullish reversal,2020-12-02,wait,2020-12-02
Banco Inter ON,BIDI3,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-02,wait,2020-12-02
ITAUSA PN,ITSA4,1M,High,Three Inside Up,Current,Bullish reversal,2020-12-02,wait,2020-12-02
SARAIVA LIVR PN,SLED4,1M,Low,Harami Cross,Current,Bullish reversal,2020-12-02,wait,2020-12-02
Ogx Petroleo e Ga.,DMMO3T,1M,High,Morning Doji Star,Current,Bullish reversal,2020-12-02,wait,2020-12-02
International Bus.,IBMB34,1M,Low,Harami Bullish,Current,Bullish reversal,2020-12-02,wait,2020-12-02
