Name,Symbol,Timeframe,Reliability,Pattern,Candle,CandleTime,Date,Status,created_at
Vivara,VIVA3,1M,High,Dark Cloud Cover,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Pfizer Inc BDR,PFIZ34,1M,Low,Harami Bullish,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Merck Co Inc BDR,MRCK34,1M,High,Morning Star,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Merck Co Inc BDR,MRCK34,1M,Medium,Bullish Engulfing,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Visa Inc BDR,VISA34,1M,Medium,Two Crows,Current,Bearish reversal,2021-01-15,wait,2021-01-15
BRB Pref,BSLI4,1M,Low,Inverted Hammer,Current,Bullish reversal,2021-01-15,wait,2021-01-15
BRF SA ON,BRFS3,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
BRF SA ON,BRFS3,1M,High,Evening Doji Star,Current,Bearish reversal,2021-01-15,wait,2021-01-15
BRF SA ON,BRFS3,1M,High,Evening Star,Current,Bearish reversal,2021-01-15,wait,2021-01-15
HYPERMARCAS ON,HYPE3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
HYPERMARCAS ON,HYPE3,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
HYPERMARCAS ON,HYPE3,1M,Medium,Advance Block Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Vivara,VIVA3,1M,Low,Belt Hold Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
RODOBENSIMOB ON,RDNI3,1M,Low,Harami Cross Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Cogna Educacao,COGN3,1M,Low,Harami Bullish,Current,Bullish reversal,2021-01-15,wait,2021-01-15
McDonalds Corp BD.,MCDC34,1M,Low,Harami Bullish,Current,Bullish reversal,2021-01-15,wait,2021-01-15
ENERGIAS BR ON,ENBR3,1M,Low,Hanging Man,Current,Bearish reversal,2021-01-15,wait,2021-01-15
USIMINAS PNA,USIM5,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
USIMINAS PNA,USIM5,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
EQUATORIAL ON,EQTL3,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
USIMINAS ON,USIM3,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
CPFL ENERGIAON NM.,CPFE3,1M,Low,Harami Cross Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
CPFL ENERGIAON NM.,CPFE3,1M,Low,Harami Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
USIMINAS ON,USIM3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Renova Energia Pr.,RNEW4,1M,High,Abandoned Baby Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
VALE ON,VALE3,1M,Medium,Advance Block Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
CIELO ON,CIEL3,1M,High,Falling Three Methods,Current,Bearish continuation,2021-01-15,wait,2021-01-15
WEG ON,WEGE3,1M,High,Three Inside Up,Current,Bullish reversal,2021-01-15,wait,2021-01-15
LUPATECH ON,LUPA3,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Electro Aco Alton.,EALT4,1M,Low,Harami Bullish,Current,Bullish reversal,2021-01-15,wait,2021-01-15
LUPATECH ON,LUPA3,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Taurus Armas ON,TASA3,1M,Medium,Advance Block Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
TRAN PAULIST PN,TRPL4,1M,Medium,Deliberation Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
GOL PN N2,GOLL4,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Whirlpool Pref,WHRL4,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
GERDAU PN N1,GGBR4,1M,Low,Shooting Star,Current,Bearish reversal,2021-01-15,wait,2021-01-15
GOL PN N2,GOLL4,1M,High,Evening Doji Star,Current,Bearish reversal,2021-01-15,wait,2021-01-15
CEMIG PN Pref,CMIG4,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
USIMINAS PNA,USIM5,1M,Medium,Advance Block Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
CESP PNA,CESP5,1M,High,Three Outside Up,Current,Bullish reversal,2021-01-15,wait,2021-01-15
COPEL Pref B,CPLE6,1M,High,Dark Cloud Cover,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Azul SA Pref,AZUL4,1M,High,Evening Star,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Azul SA Pref,AZUL4,1M,High,Evening Doji Star,Current,Bearish reversal,2021-01-15,wait,2021-01-15
CESP PNA,CESP5,1M,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
SANEPAR ON N2,SAPR3,1M,Medium,Upside Gap Three Methods,Current,Bullish continuation,2021-01-15,wait,2021-01-15
SANEPAR ON N2,SAPR3,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Azul SA Pref,AZUL4,1M,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Battistella Admin.,BTTL3,1W,Medium,Bullish doji Star,Current,Bullish reversal,2021-01-15,wait,2021-01-15
JPMorgan Chase Co.,JPMC34,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
MasterCard Inc BD.,MSCD34,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Visa Inc BDR,VISA34,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
BR MALLS PAR ON,BRML3,1W,Medium,Bullish doji Star,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Schulz SA,SHUL4,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Honeywell DRC,HONB34,1W,High,Dark Cloud Cover,Current,Bearish reversal,2021-01-15,wait,2021-01-15
RAIADROGASIL ON,RADL3,1W,Medium,Bullish Engulfing,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Procter Gamble Co.,PGCO34,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
ArcelorMittal BDR.,ARMT34,1W,High,Dark Cloud Cover,Current,Bearish reversal,2021-01-15,wait,2021-01-15
CCX CARVAO ON,CCXC3,1W,Medium,Bullish Engulfing,Current,Bullish reversal,2021-01-15,wait,2021-01-15
QUALICORP ON,QUAL3,1W,High,Three Black Crows,Current,Bearish reversal,2021-01-15,wait,2021-01-15
MARFRIG ON,MRFG3,1W,Medium,Bullish doji Star,Current,Bullish reversal,2021-01-15,wait,2021-01-15
ArcelorMittal BDR.,ARMT34,1W,Low,Belt Hold Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Kimberly Clark Co.,KMBB34,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
3M Co BDR,MMMC34,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Honeywell DRC,HONB34,1W,Low,Belt Hold Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
BANCO PAN SA PN,BPAN4,1W,Low,Inverted Hammer,Current,Bullish reversal,2021-01-15,wait,2021-01-15
B2W DIGITAL ON,BTOW3,1W,Medium,Bullish Engulfing,Current,Bullish reversal,2021-01-15,wait,2021-01-15
BANCO PAN SA PN,BPAN4,1W,Medium,Three River Bottom,Current,Bullish reversal,2021-01-15,wait,2021-01-15
ELETROBRAS PNB,ELET6,1W,Medium,Bullish doji Star,Current,Bullish reversal,2021-01-15,wait,2021-01-15
ITAUSA ON,ITSA3,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
SANTANDER BRON ,SANB3,1W,High,Three Black Crows,Current,Bearish reversal,2021-01-15,wait,2021-01-15
BANRISUL PNA,BRSR5,1W,Low,Belt Hold Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
McDonalds Corp BD.,MCDC34,1W,High,Dark Cloud Cover,Current,Bearish reversal,2021-01-15,wait,2021-01-15
PETRORIO ON NM,PRIO3,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Biomm On,BIOM3,1W,Low,Harami Bullish,Current,Bullish reversal,2021-01-15,wait,2021-01-15
CESP ON,CESP3,1W,High,Three Inside Up,Current,Bullish reversal,2021-01-15,wait,2021-01-15
UNIPAR PNB,UNIP6,1W,Medium,Advance Block Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Schlumberger AG,SLBG34,1W,Low,Belt Hold Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
ENERGIAS BR ON,ENBR3,1W,Medium,Bullish Engulfing,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Enauta ON,ENAT3,1W,Medium,Advance Block Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Instituto Hermes.,PARD3,1W,Medium,Bullish Engulfing,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Biomm On,BIOM3,1W,Low,Harami Cross,Current,Bullish reversal,2021-01-15,wait,2021-01-15
BANRISUL ON N1,BRSR3,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
TAEE,TAEE3,1W,Medium,Bullish Engulfing,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Atacadao,CRFB3,1W,Medium,Bullish Engulfing,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Movida Participac.,MOVI3,1W,Low,Harami Cross,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Cisco Systems Inc.,CSCO34,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Atom Participacoe.,ATOM3,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
MRV ON,MRVE3,1W,Medium,Bullish Engulfing,Current,Bullish reversal,2021-01-15,wait,2021-01-15
PDG REALT ON,PDGR3,1W,Medium,Bullish Engulfing,Current,Bullish reversal,2021-01-15,wait,2021-01-15
TAEE UNIT,TAEE11,1W,Medium,Bullish Engulfing,Current,Bullish reversal,2021-01-15,wait,2021-01-15
TELEF BRASIL PN,VIVT4,1W,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
TELEF BRASIL ON,VIVT3,1W,Medium,Bullish doji Star,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Telebras,TELB3,1W,Medium,Dragonfly Doji,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Telebras,TELB3,1W,Medium,Bullish doji Star,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Anima ON,ANIM3,1W,Medium,Bullish Engulfing,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Starbucks Corp BD.,SBUB34,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
LE LIS BLANC ON,LLIS3,1W,High,Falling Three Methods,Current,Bearish continuation,2021-01-15,wait,2021-01-15
Netflix Inc DRC,NFLX34,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Nike Inc BDR,NIKE34,1W,High,Dark Cloud Cover,Current,Bearish reversal,2021-01-15,wait,2021-01-15
De Santa Catar,CLSC3,1W,Low,Hanging Man,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Karsten Pref,CTKA4,1W,Low,Belt Hold Bullish,Current,Bullish reversal,2021-01-15,wait,2021-01-15
SANEPAR ON N2,SAPR3,1W,High,Three Black Crows,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Companhia de Sane.,SAPR4,1W,High,Three Black Crows,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Comcast Corp BDR,CMCS34,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Alupar Invest,ALUP3,1W,Medium,Bullish Engulfing,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Ford Motor Co BDR.,FDMO34,1W,High,Three Outside Up,Current,Bullish reversal,2021-01-15,wait,2021-01-15
COMGAS PNA,CGAS5,1W,High,Falling Three Methods,Current,Bearish continuation,2021-01-15,wait,2021-01-15
PDG REALT ON,PDGR3,1W,Low,Inverted Hammer,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Walt Disney Co BD.,DISB34,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Coca-Cola BDR,COCA34,1W,High,Falling Three Methods,Current,Bearish continuation,2021-01-15,wait,2021-01-15
Walmart BDR,WALM34,1W,High,Dark Cloud Cover,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Electro Aco Alton.,EALT3,1W,High,Three Outside Up,Current,Bullish reversal,2021-01-15,wait,2021-01-15
VALID ON,VLID3,1W,Medium,Three River Bottom,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Colgate Palmolive.,COLG34,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
CYRELA REALT ON,CYRE3,1W,Medium,Bullish doji Star,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Oracle Corp BDR,ORCL34,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Oracle Corp BDR,ORCL34,1W,Low,Belt Hold Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Microsoft Corp BD.,MSFT34,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
GAFISA ON,GFSA3,1W,Medium,Bullish doji Star,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Electro Aco Alton.,EALT4,1W,Medium,Bullish Engulfing,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Coca-Cola BDR,COCA34,1W,High,Three Outside Down,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Camil Alimentos,CAML3,1W,High,Three Inside Up,Current,Bullish reversal,2021-01-15,wait,2021-01-15
PepsiCo Inc BDR,PEPB34,1W,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
MMX MINER ON,MMXM3,1D,High,Morning Doji Star,Current,Bullish reversal,2021-01-15,wait,2021-01-15
B3 SA Brasil Bols.,B3SA3,1D,High,Falling Three Methods,Current,Bearish continuation,2021-01-15,wait,2021-01-15
Nike Inc BDR,NIKE34,1D,Low,Harami Bullish,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Whirlpool SA,WHRL3,1D,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Unipar Carbocloro.,UNIP5,1D,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
UNIPAR PNB,UNIP6,1D,Low,Shooting Star,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Nike Inc BDR,NIKE34,1D,Low,Harami Cross,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Camil Alimentos,CAML3,1D,High,Evening Doji Star,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Whirlpool SA,WHRL3,1D,Low,Belt Hold Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
UNIPAR ON,UNIP3,1D,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Starbucks Corp BD.,SBUB34,1D,Low,Harami Cross,Current,Bullish reversal,2021-01-15,wait,2021-01-15
LUPATECH ON,LUPA3,1D,Low,Belt Hold Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
BANRISUL PNA,BRSR5,1D,Low,Belt Hold Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
SARAIVA LIVR PN,SLED2,1D,Medium,Homing Pigeon,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Honeywell DRC,HONB34,1D,Low,Belt Hold Bullish,Current,Bullish reversal,2021-01-15,wait,2021-01-15
3M Co BDR,MMMC34,1D,Low,Harami Cross,Current,Bullish reversal,2021-01-15,wait,2021-01-15
3M Co BDR,MMMC34,1D,Low,Harami Bullish,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Honeywell DRC,HONB34,1D,Medium,Bullish Engulfing,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Caterpillar Inc B.,CATP34,1D,Medium,Homing Pigeon,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Caterpillar Inc B.,CATP34,1D,Low,Harami Cross,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Ferbasa,FESA3,1D,Low,Belt Hold Bullish,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Anima ON,ANIM3,1D,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
COTEMINAS PN,CTNM4,1D,High,Morning Doji Star,Current,Bullish reversal,2021-01-15,wait,2021-01-15
BR MALLS PAR ON,BRML3,1D,Low,Harami Cross Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
BR MALLS PAR ON,BRML3,1D,Low,Harami Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
American Express.,AXPB34,1D,High,Three Inside Up,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Freeport Mcmoran.,FCXO34,1D,Low,Belt Hold Bullish,Current,Bullish reversal,2021-01-15,wait,2021-01-15
GRAZZIOTIN ON,CGRA3,1D,High,Three Inside Up,Current,Bullish reversal,2021-01-15,wait,2021-01-15
GENERALSHOPP ON,GSHP3,1D,Low,Belt Hold Bullish,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Walt Disney Co BD.,DISB34,1D,Low,Harami Cross,Current,Bullish reversal,2021-01-15,wait,2021-01-15
OSX BRASIL ON,OSXB3,1D,High,Morning Star,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Biotoscana Invest.,GBIO33,1D,Low,Belt Hold Bullish,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Verizon Communica.,VERZ34,1D,Medium,Downside Gap Three Methods,Current,Bearish continuation,2021-01-15,wait,2021-01-15
TELEF BRASIL ON,VIVT3,1D,Medium,Bullish Engulfing,Current,Bullish reversal,2021-01-15,wait,2021-01-15
TAEE,TAEE3,1D,Low,Harami Bullish,Current,Bullish reversal,2021-01-15,wait,2021-01-15
ATT Inc BDR,ATTB34,1D,Medium,Advance Block Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
TAEE,TAEE3,1D,Low,Harami Cross,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Celpe Pref,CEPE5,1D,Low,Belt Hold Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Exxon Mobil Corp.,EXXO34,1D,Medium,Engulfing Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
eBay Inc BDR,EBAY34,1D,Medium,Bullish Engulfing,Current,Bullish reversal,2021-01-15,wait,2021-01-15
OSX BRASIL ON,OSXB3,1D,High,Morning Doji Star,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Dommo Energia Rig.,DMMO11,1D,High,Three Inside Up,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Dommo Energia Rig.,DMMO11,1D,High,Morning Star,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Dommo Energia Rig.,DMMO11,1D,High,Morning Doji Star,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Dommo Energia Rig.,DMMO11,1D,Medium,Bullish Engulfing,Current,Bullish reversal,2021-01-15,wait,2021-01-15
CPFL RENOVAVON NM.,CPRE3,1D,Low,Belt Hold Bullish,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Dommo Energia Rig.,DMMO11,1D,High,Abandoned Baby Bullish,Current,Bullish reversal,2021-01-15,wait,2021-01-15
eBay Inc BDR,EBAY34,1D,Low,Belt Hold Bullish,Current,Bullish reversal,2021-01-15,wait,2021-01-15
CPFL RENOVAVON NM.,CPRE3,1D,Medium,Bullish Engulfing,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Abbott Laboratori.,ABTT34,1D,Low,Belt Hold Bullish,Current,Bullish reversal,2021-01-15,wait,2021-01-15
CCX CARVAO ON,CCXC3,1D,Medium,Bullish Engulfing,Current,Bullish reversal,2021-01-15,wait,2021-01-15
CCX CARVAO ON,CCXC3,1D,Low,Belt Hold Bullish,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Banco Inter ON,BIDI3,5H,High,Three Outside Down,Current,Bearish reversal,2021-01-15,wait,2021-01-15
GENERALSHOPP ON,GSHP3,5H,Low,Belt Hold Bullish,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Karsten Pref,CTKA4,5H,Low,Harami Bullish,Current,Bullish reversal,2021-01-15,wait,2021-01-15
CSU CARDSYST ON,CARD3,5H,Medium,Bullish doji Star,Current,Bullish reversal,2021-01-15,wait,2021-01-15
De Santa Catar,CLSC3,5H,Low,Belt Hold Bullish,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Refinaria de Petr.,RPMG3,5H,Medium,Bullish doji Star,Current,Bullish reversal,2021-01-15,wait,2021-01-15
BANRISUL PNA,BRSR5,5H,Low,Belt Hold Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Mundial,MNDL3,5H,High,Falling Three Methods,Current,Bearish continuation,2021-01-15,wait,2021-01-15
Biosev ON,BSEV3,5H,Low,Belt Hold Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Alupar Invest Uni.,ALUP11,5H,High,Three Outside Up,Current,Bullish reversal,2021-01-15,wait,2021-01-15
SAO CARLOS ON,SCAR3,5H,Low,Harami Cross Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
Camil Alimentos,CAML3,5H,Low,Harami Cross,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Camil Alimentos,CAML3,5H,Low,Harami Bullish,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Camil Alimentos,CAML3,5H,Medium,Bullish doji Star,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Alupar Invest,ALUP3,5H,Medium,Bullish Engulfing,Current,Bullish reversal,2021-01-15,wait,2021-01-15
ITAUUNIBANCO ON,ITUB3,5H,Medium,Bullish doji Star,Current,Bullish reversal,2021-01-15,wait,2021-01-15
Dommo Energia Rig.,DMMO11,5H,Medium,Doji Star Bearish,Current,Bearish reversal,2021-01-15,wait,2021-01-15
